;idPedido;descTipoItem;descItem
5342;561;ingrediente 5;bacon
5343;561;massa;massa fina
5344;561;queijo 1;gorgonzola
5345;561;queijo 2;parmesão
5346;562;bebida;suco de abacaxi
5347;562;borda;cream cheese
5348;562;ingrediente 1;frango
5349;562;ingrediente 2;bacon
5350;562;ingrediente 3;milho
5351;562;ingrediente 4;queijo cheddar
5352;562;ingrediente 5;azeitona
5353;562;massa;massa tradicional
5354;562;queijo 1;provolone
5355;562;queijo 2;mussarela
5356;563;bebida;refrigerante
5357;563;borda;catupiry
5358;563;ingrediente 1;pepperoni
5359;563;ingrediente 2;alho-poró
5360;563;ingrediente 3;cebolinha
5361;563;ingrediente 4;orégano
5362;563;ingrediente 5;pepperoni
5363;563;massa;massa tradicional
5364;563;queijo 1;mussarela
5365;563;queijo 2;catupiry
5366;564;bebida;suco de abacaxi
5367;564;borda;catupiry
5368;564;ingrediente 1;calabresa
5369;564;ingrediente 2;tomate
5370;564;ingrediente 3;azeitona
5371;564;ingrediente 4;palmito
5372;564;ingrediente 5;cebola
5373;564;massa;massa tradicional
5374;564;queijo 1;mussarela
5375;564;queijo 2;parmesão
5376;565;bebida;refrigerante
5377;565;borda;borda tradicional
5378;565;ingrediente 1;cogumelos
5379;565;ingrediente 2;tomate
5380;565;ingrediente 3;carne seca
5381;565;massa;massa tradicional
5382;565;queijo 1;mussarela
5383;566;bebida;refrigerante
5384;566;borda;catupiry
5385;566;ingrediente 1;calabresa
5386;566;ingrediente 2;bacon
5387;566;ingrediente 3;cebola
5388;566;massa;massa tradicional
5389;566;queijo 1;mussarela
5390;567;bebida;refrigerante
5391;567;borda;borda tradicional
5392;567;ingrediente 1;alho
5393;567;ingrediente 2;milho
5394;567;ingrediente 3;presunto
5395;567;ingrediente 4;palmito
5396;567;ingrediente 5;ervilha
5397;567;massa;massa tradicional
5398;567;queijo 1;gorgonzola
5399;567;queijo 2;mussarela
5400;568;bebida;cerveja
5401;568;borda;borda tradicional
5402;568;ingrediente 1;pepperoni
5403;568;ingrediente 2;alho
5404;568;ingrediente 3;alcaparra
5405;568;ingrediente 4;cebola
5406;568;ingrediente 5;tomate
5407;568;massa;massa tradicional
5408;568;queijo 1;mussarela
5409;568;queijo 2;gorgonzola
5410;569;bebida;água com gás
5411;569;borda;borda tradicional
5412;569;ingrediente 1;calabresa
5413;569;ingrediente 2;tomate seco
5414;569;ingrediente 3;azeite de oliva
5415;569;ingrediente 4;rúcula
5416;569;ingrediente 5;cogumelos
5417;569;massa;massa tradicional
5418;569;queijo 1;provolone
5419;569;queijo 2;gorgonzola
5420;570;bebida;água com gás
5421;570;borda;borda tradicional
5422;570;ingrediente 1;frango
5423;570;ingrediente 2;ovo
5424;570;ingrediente 3;azeitona
5425;570;ingrediente 4;tomate
5426;570;ingrediente 5;milho
5427;570;massa;massa tradicional
5428;571;bebida;vinho tinto
5429;571;borda;borda tradicional
5430;571;ingrediente 1;calabresa
5431;571;massa;massa fina
5432;571;queijo 1;mussarela
5433;572;bebida;suco de abacaxi
5434;572;borda;catupiry
5435;572;ingrediente 1;bacon
5436;572;ingrediente 2;presunto
5437;572;ingrediente 3;orégano
5438;572;massa;massa tradicional
5439;572;queijo 1;mussarela
5440;572;queijo 2;catupiry
5441;573;bebida;refrigerante
5442;573;borda;catupiry
5443;573;ingrediente 1;pepperoni
5444;573;ingrediente 2;cogumelos
5445;573;ingrediente 3;orégano
5446;573;ingrediente 4;cebola
5447;573;ingrediente 5;tomate seco
5448;573;massa;massa tradicional
5449;573;queijo 1;mussarela
5450;573;queijo 2;queijo coalho
5451;574;bebida;refrigerante
5452;574;borda;catupiry
5453;574;ingrediente 1;pepperoni
5454;574;ingrediente 2;calabresa
5455;574;ingrediente 3;azeitona
5456;574;ingrediente 4;camarão
5457;574;ingrediente 5;ovo
5458;574;massa;massa fina
5459;574;queijo 1;mussarela
5460;574;queijo 2;catupiry
5461;575;bebida;cerveja
5462;575;borda;catupiry
5463;575;ingrediente 1;azeitona
5464;575;ingrediente 2;cogumelos
5465;575;ingrediente 3;tomate
5466;575;ingrediente 4;azeite de oliva
5467;575;ingrediente 5;palmito
5468;575;massa;massa fina
5469;575;queijo 1;mussarela
5470;575;queijo 2;parmesão
5471;576;bebida;vinho tinto
5472;576;borda;borda tradicional
5473;576;ingrediente 1;orégano
5474;576;ingrediente 2;bacon
5475;576;ingrediente 3;pepperoni
5476;576;massa;massa tradicional
5477;576;queijo 1;provolone
5478;576;queijo 2;gorgonzola
5479;577;bebida;suco de maracujá
5480;577;borda;borda tradicional
5481;577;ingrediente 1;tomate
5482;577;ingrediente 2;bacon
5483;577;ingrediente 3;alho
5484;577;ingrediente 4;tomate seco
5485;577;ingrediente 5;linguiça calabresa defumada
5486;577;massa;massa tradicional
5487;577;queijo 1;catupiry
5488;577;queijo 2;gorgonzola
5489;578;bebida;refrigerante
5490;578;borda;catupiry
5491;578;ingrediente 1;pepperoni
5492;578;ingrediente 2;tomate seco
5493;578;ingrediente 3;linguiça calabresa defumada
5494;578;ingrediente 4;pimentão
5495;578;ingrediente 5;cebola
5496;578;massa;massa grossa
5497;578;queijo 1;mussarela
5498;578;queijo 2;gorgonzola
5499;579;bebida;refrigerante
5500;579;borda;catupiry
5501;579;ingrediente 1;presunto
5502;579;ingrediente 2;cebola
5503;579;ingrediente 3;tomate
5504;579;ingrediente 4;milho
5505;579;ingrediente 5;calabresa
5506;579;massa;massa tradicional
5507;579;queijo 1;mussarela
5508;579;queijo 2;cheddar
5509;580;bebida;refrigerante
5510;580;borda;catupiry
5511;580;ingrediente 1;pepperoni
5512;580;ingrediente 2;azeitona
5513;580;ingrediente 3;alho
5514;580;ingrediente 4;calabresa
5515;580;ingrediente 5;pimenta calabresa
5516;580;massa;massa tradicional
5517;580;queijo 1;mussarela
5518;580;queijo 2;catupiry
5519;581;bebida;limonada
5520;581;borda;borda tradicional
5521;581;ingrediente 1;presunto
5522;581;ingrediente 2;frango
5523;581;ingrediente 3;palmito
5524;581;ingrediente 4;abacaxi
5525;581;ingrediente 5;presunto
5526;581;massa;massa grossa
5527;581;queijo 1;catupiry
5528;581;queijo 2;catupiry
5529;582;bebida;refrigerante
5530;582;borda;catupiry
5531;582;ingrediente 1;tomate
5532;582;ingrediente 2;abobrinha
5533;582;ingrediente 3;pepperoni
5534;582;ingrediente 4;orégano
5535;582;ingrediente 5;frango
5536;582;massa;massa tradicional
5537;582;queijo 1;mussarela
5538;582;queijo 2;catupiry
5539;583;bebida;refrigerante
5540;583;borda;borda tradicional
5541;583;ingrediente 1;alcaparra
5542;583;ingrediente 2;atum
5543;583;ingrediente 3;cebola
5544;583;ingrediente 4;tomate
5545;583;ingrediente 5;ervilha
5546;583;massa;massa fina
5547;583;queijo 1;mussarela
5548;583;queijo 2;provolone
5549;584;bebida;refrigerante
5550;584;borda;catupiry
5551;584;ingrediente 1;presunto
5552;584;ingrediente 2;abobrinha
5553;584;ingrediente 3;linguiça
5554;584;ingrediente 4;ovo
5555;584;ingrediente 5;alho
5556;584;massa;massa tradicional
5557;584;queijo 1;mussarela
5558;584;queijo 2;catupiry
5559;585;bebida;cerveja
5560;585;borda;catupiry
5561;585;ingrediente 1;bacon
5562;585;ingrediente 2;cebola
5563;585;ingrediente 3;frango
5564;585;ingrediente 4;orégano
5565;585;ingrediente 5;tomate
5566;585;massa;massa tradicional
5567;585;queijo 1;mussarela
5568;585;queijo 2;parmesão
5569;586;bebida;refrigerante
5570;586;borda;catupiry
5571;586;ingrediente 1;calabresa
5572;586;ingrediente 2;orégano
5573;586;ingrediente 3;azeitona
5574;586;ingrediente 4;bacon
5575;586;ingrediente 5;tomate
5576;586;massa;massa tradicional
5577;586;queijo 1;mussarela
5578;586;queijo 2;ricota
5579;587;bebida;vinho tinto
5580;587;borda;borda tradicional
5581;587;ingrediente 1;mel
5582;587;ingrediente 2;cogumelos
5583;587;ingrediente 3;cebola
5584;587;massa;massa tradicional
5585;587;queijo 1;mussarela
5586;587;queijo 2;gorgonzola
5587;588;bebida;refrigerante
5588;588;borda;cream cheese
5589;588;ingrediente 1;frango
5590;588;ingrediente 2;milho
5591;588;ingrediente 3;bacon
5592;588;ingrediente 4;presunto
5593;588;ingrediente 5;calabresa
5594;588;massa;massa tradicional
5595;588;queijo 1;mussarela
5596;588;queijo 2;parmesão
5597;589;bebida;vinho tinto
5598;589;borda;borda tradicional
5599;589;ingrediente 1;carne seca
5600;589;ingrediente 2;cebola
5601;589;ingrediente 3;azeite de oliva
5602;589;ingrediente 4;pimenta calabresa
5603;589;ingrediente 5;tomate seco
5604;589;massa;massa tradicional
5605;589;queijo 1;mussarela
5606;589;queijo 2;gorgonzola
5607;590;bebida;refrigerante
5608;590;borda;borda tradicional
5609;590;ingrediente 1;pepperoni
5610;590;ingrediente 2;azeitona
5611;590;ingrediente 3;pimentão
5612;590;ingrediente 4;cebola
5613;590;ingrediente 5;tomate
5614;590;massa;massa tradicional
5615;590;queijo 1;mussarela
5616;590;queijo 2;parmesão
5617;591;bebida;refrigerante
5618;591;borda;catupiry
5619;591;ingrediente 1;tomate
5620;591;ingrediente 2;azeitona
5621;591;ingrediente 3;frango
5622;591;ingrediente 4;milho
5623;591;ingrediente 5;pepperoni
5624;591;massa;massa fina
5625;591;queijo 1;mussarela
5626;591;queijo 2;provolone
5627;592;bebida;chá gelado
5628;592;borda;cream cheese
5629;592;ingrediente 1;cebola caramelizada
5630;592;ingrediente 2;tomate seco
5631;592;ingrediente 3;azeitona
5632;592;ingrediente 4;rúcula
5633;592;ingrediente 5;alho
5634;592;massa;massa grossa
5635;592;queijo 1;ricota
5636;592;queijo 2;queijo coalho
5637;593;bebida;água com gás
5638;593;borda;catupiry
5639;593;ingrediente 1;tomate
5640;593;ingrediente 2;frango
5641;593;ingrediente 3;milho
5642;593;ingrediente 4;bacon
5643;593;ingrediente 5;orégano
5644;593;massa;massa tradicional
5645;593;queijo 1;mussarela
5646;593;queijo 2;catupiry
5647;594;bebida;refrigerante
5648;594;borda;catupiry
5649;594;ingrediente 1;tomate
5650;594;ingrediente 2;cebola
5651;594;ingrediente 3;bacon
5652;594;ingrediente 4;pepperoni
5653;594;ingrediente 5;orégano
5654;594;massa;massa grossa
5655;594;queijo 1;mussarela
5656;595;bebida;refrigerante
5657;595;borda;catupiry
5658;595;ingrediente 1;pepperoni
5659;595;massa;massa tradicional
5660;595;queijo 1;provolone
5661;595;queijo 2;mussarela
5662;596;bebida;chá gelado
5663;596;borda;cream cheese
5664;596;ingrediente 1;tomate
5665;596;ingrediente 2;bacon
5666;596;ingrediente 3;orégano
5667;596;ingrediente 4;alho-poró
5668;596;ingrediente 5;abobrinha
5669;596;massa;massa tradicional
5670;596;queijo 1;mussarela
5671;597;bebida;cerveja
5672;597;borda;borda tradicional
5673;597;ingrediente 1;cogumelos
5674;597;ingrediente 2;pepperoni
5675;597;ingrediente 3;cebola
5676;597;ingrediente 4;rúcula
5677;597;ingrediente 5;salsinha
5678;597;massa;massa tradicional
5679;597;queijo 1;parmesão
5680;597;queijo 2;mussarela
5681;598;bebida;refrigerante
5682;598;borda;borda tradicional
5683;598;ingrediente 1;azeite de oliva
5684;598;ingrediente 2;frango
5685;598;ingrediente 3;palmito
5686;598;ingrediente 4;bacon
5687;598;ingrediente 5;alho
5688;598;massa;massa tradicional
5689;598;queijo 1;mussarela
5690;599;bebida;cerveja
5691;599;borda;cheddar
5692;599;ingrediente 1;cebola
5693;599;ingrediente 2;azeitona
5694;599;ingrediente 3;atum
5695;599;ingrediente 4;picles
5696;599;ingrediente 5;ovo
5697;599;massa;massa tradicional
5698;599;queijo 1;mussarela
5699;599;queijo 2;gorgonzola
5700;600;bebida;suco de abacaxi
5701;600;borda;borda tradicional
5702;600;ingrediente 1;cebola
5703;600;ingrediente 2;calabresa
5704;600;ingrediente 3;tomate
5705;600;ingrediente 4;orégano
5706;600;ingrediente 5;salsinha
5707;600;massa;massa fina
5708;600;queijo 1;mussarela
5709;601;bebida;água com gás
5710;601;borda;catupiry
5711;601;ingrediente 1;tomate
5712;601;ingrediente 2;pepperoni
5713;601;ingrediente 3;bacon
5714;601;ingrediente 4;queijo gouda
5715;601;ingrediente 5;pimentão
5716;601;massa;massa tradicional
5717;601;queijo 1;mussarela
5718;601;queijo 2;provolone
5719;602;bebida;água com gás
5720;602;borda;borda tradicional
5721;602;ingrediente 1;abobrinha
5722;602;ingrediente 2;alho
5723;602;massa;massa fina
5724;602;queijo 1;mussarela
5725;602;queijo 2;parmesão
5726;603;bebida;vinho tinto
5727;603;borda;borda tradicional
5728;603;ingrediente 1;presunto
5729;603;ingrediente 2;cogumelos
5730;603;ingrediente 3;tomate
5731;603;ingrediente 4;pimentão
5732;603;ingrediente 5;alho-poró
5733;603;massa;massa tradicional
5734;603;queijo 1;mussarela
5735;603;queijo 2;catupiry
5736;604;bebida;suco de laranja
5737;604;borda;borda tradicional
5738;604;ingrediente 1;cogumelos
5739;604;ingrediente 2;bacon
5740;604;ingrediente 3;calabresa
5741;604;ingrediente 4;palmito
5742;604;ingrediente 5;presunto
5743;604;massa;massa fina
5744;604;queijo 1;mussarela
5745;604;queijo 2;catupiry
5746;605;bebida;refrigerante
5747;605;borda;borda tradicional
5748;605;ingrediente 1;tomate seco
5749;605;ingrediente 2;alho
5750;605;ingrediente 3;espinafre
5751;605;ingrediente 5;pepperoni
5752;605;massa;massa grossa
5753;605;queijo 1;mussarela
5754;605;queijo 2;parmesão
5755;606;bebida;refrigerante
5756;606;borda;cheddar
5757;606;ingrediente 1;pepperoni
5758;606;ingrediente 2;calabresa
5759;606;ingrediente 3;bacon
5760;606;ingrediente 4;frango
5761;606;ingrediente 5;alho
5762;606;massa;massa grossa
5763;606;queijo 1;mussarela
5764;606;queijo 2;catupiry
5765;607;bebida;refrigerante
5766;607;borda;catupiry
5767;607;ingrediente 1;tomate
5768;607;ingrediente 2;calabresa
5769;607;ingrediente 3;orégano
5770;607;ingrediente 4;alho-poró
5771;607;ingrediente 5;azeite de oliva
5772;607;massa;massa tradicional
5773;607;queijo 1;mussarela
5774;607;queijo 2;catupiry
5775;608;bebida;água com gás
5776;608;borda;catupiry
5777;608;ingrediente 1;frango
5778;608;ingrediente 2;milho
5779;608;ingrediente 3;tomate
5780;608;ingrediente 4;queijo cheddar
5781;608;ingrediente 5;orégano
5782;608;massa;massa tradicional
5783;608;queijo 1;catupiry
5784;608;queijo 2;gorgonzola
5785;609;bebida;suco de uva
5786;609;borda;catupiry
5787;609;ingrediente 1;tomate
5788;609;ingrediente 2;milho
5789;609;ingrediente 3;azeite de oliva
5790;609;ingrediente 4;orégano
5791;609;ingrediente 5;pimentão assado
5792;609;massa;massa grossa
5793;609;queijo 1;parmesão
5794;609;queijo 2;provolone
5795;610;bebida;água com gás
5796;610;borda;borda tradicional
5797;610;ingrediente 1;linguiça calabresa defumada
5798;610;ingrediente 2;cebola caramelizada
5799;610;ingrediente 3;pimenta biquinho
5800;610;ingrediente 4;castanhas
5801;610;massa;massa fina
5802;610;queijo 1;mussarela
5803;610;queijo 2;parmesão
5804;611;bebida;água com gás
5805;611;borda;borda tradicional
5806;611;ingrediente 1;cogumelos
5807;611;ingrediente 2;azeite de oliva
5808;611;ingrediente 3;pepperoni
5809;611;ingrediente 4;anchova
5810;611;ingrediente 5;azeitona
5811;611;massa;massa fina
5812;611;queijo 1;mussarela
5813;611;queijo 2;gorgonzola
5814;612;bebida;refrigerante
5815;612;borda;catupiry
5816;612;ingrediente 1;calabresa
5817;612;ingrediente 2;cebola
5818;612;ingrediente 3;azeitona
5819;612;ingrediente 4;bacon
5820;612;ingrediente 5;alho-poró
5821;612;massa;massa grossa
5822;612;queijo 1;mussarela
5823;612;queijo 2;provolone
5824;613;bebida;limonada
5825;613;borda;catupiry
5826;613;ingrediente 1;atum
5827;613;ingrediente 2;cebola
5828;613;ingrediente 3;tomate seco
5829;613;ingrediente 4;azeitona
5830;613;massa;massa tradicional
5831;613;queijo 1;mussarela
5832;614;borda;catupiry
5833;614;ingrediente 1;presunto
5834;614;ingrediente 2;tomate
5835;614;ingrediente 3;azeitona
5836;614;ingrediente 4;ovo
5837;614;ingrediente 5;calabresa
5838;614;massa;massa grossa
5839;614;queijo 1;mussarela
5840;615;bebida;suco de laranja
5841;615;borda;borda tradicional
5842;615;ingrediente 1;cebola
5843;615;ingrediente 2;azeitona
5844;615;ingrediente 3;pimenta calabresa
5845;615;ingrediente 4;bacon
5846;615;ingrediente 5;linguiça
5847;615;massa;massa fina
5848;615;queijo 1;mussarela
5849;615;queijo 2;parmesão
5850;616;bebida;água com gás
5851;616;borda;borda tradicional
5852;616;ingrediente 1;cebola
5853;616;ingrediente 2;alho
5854;616;ingrediente 3;bacon
5855;616;ingrediente 4;queijo gouda
5856;616;ingrediente 5;picles
5857;616;massa;massa grossa
5858;616;queijo 1;mussarela
5859;616;queijo 2;parmesão
5860;617;bebida;água com gás
5861;617;borda;catupiry
5862;617;ingrediente 1;pepperoni
5863;617;ingrediente 2;bacon
5864;617;massa;massa fina
5865;617;queijo 1;mussarela
5866;617;queijo 2;catupiry
5867;618;bebida;refrigerante
5868;618;borda;borda tradicional
5869;618;ingrediente 1;pepperoni
5870;618;ingrediente 2;frango
5871;618;ingrediente 3;tomate
5872;618;ingrediente 4;azeitona
5873;618;ingrediente 5;azeite de oliva
5874;618;massa;massa fina
5875;618;queijo 1;mussarela
5876;618;queijo 2;catupiry
5877;619;bebida;suco de maracujá
5878;619;borda;catupiry
5879;619;ingrediente 1;calabresa
5880;619;ingrediente 2;frango
5881;619;ingrediente 3;bacon
5882;619;ingrediente 4;tomate
5883;619;ingrediente 5;milho
5884;619;massa;massa tradicional
5885;619;queijo 1;mussarela
5886;619;queijo 2;parmesão
5887;620;bebida;refrigerante
5888;620;borda;catupiry
5889;620;ingrediente 1;presunto
5890;620;ingrediente 2;milho
5891;620;ingrediente 3;cebola caramelizada
5892;620;ingrediente 4;orégano
5893;620;ingrediente 5;picles
5894;620;massa;massa tradicional
5895;620;queijo 1;parmesão
5896;620;queijo 2;mussarela
5897;621;bebida;refrigerante
5898;621;borda;borda tradicional
5899;621;ingrediente 1;pepperoni
5900;621;ingrediente 2;azeite de oliva
5901;621;ingrediente 3;alcaparra
5902;621;ingrediente 4;palmito
5903;621;ingrediente 5;pepperoni
5904;621;massa;massa fina
5905;621;queijo 1;provolone
5906;621;queijo 2;parmesão
5907;622;bebida;suco de uva
5908;622;borda;borda tradicional
5909;622;ingrediente 1;frango
5910;622;ingrediente 2;bacon
5911;622;ingrediente 3;brócolis
5912;622;ingrediente 4;mel
5913;622;ingrediente 5;linguiça calabresa defumada
5914;622;massa;massa fina
5915;622;queijo 1;queijo coalho
5916;622;queijo 2;mussarela
5917;623;bebida;cerveja
5918;623;borda;borda tradicional
5919;623;ingrediente 1;pepperoni
5920;623;ingrediente 2;cogumelos
5921;623;ingrediente 3;tomate
5922;623;massa;massa tradicional
5923;623;queijo 1;catupiry
5924;623;queijo 2;mussarela
5925;624;bebida;suco de laranja
5926;624;borda;catupiry
5927;624;ingrediente 1;frango
5928;624;ingrediente 2;calabresa
5929;624;ingrediente 3;carne seca
5930;624;ingrediente 4;orégano
5931;624;massa;massa tradicional
5932;624;queijo 1;cheddar
5933;624;queijo 2;catupiry
5934;625;bebida;chá gelado
5935;625;borda;borda tradicional
5936;625;ingrediente 1;tomate
5937;625;ingrediente 2;cogumelos
5938;625;ingrediente 3;rúcula
5939;625;ingrediente 4;azeite de oliva
5940;625;massa;massa fina
5941;625;queijo 1;mussarela
5942;625;queijo 2;parmesão
5943;626;bebida;vinho tinto
5944;626;borda;cream cheese
5945;626;ingrediente 1;pepperoni
5946;626;ingrediente 2;azeitona
5947;626;ingrediente 3;alho
5948;626;ingrediente 4;orégano
5949;626;massa;massa fina
5950;626;queijo 1;parmesão
5951;626;queijo 2;mussarela
5952;627;bebida;refrigerante
5953;627;borda;catupiry
5954;627;ingrediente 1;tomate
5955;627;ingrediente 2;calabresa
5956;627;ingrediente 3;cebola
5957;627;ingrediente 4;ovo
5958;627;ingrediente 5;azeitona
5959;627;massa;massa tradicional
5960;627;queijo 1;catupiry
5961;627;queijo 2;mussarela
5962;628;bebida;refrigerante
5963;628;borda;catupiry
5964;628;ingrediente 1;cebola
5965;628;ingrediente 2;bacon
5966;628;ingrediente 3;linguiça calabresa defumada
5967;628;ingrediente 4;frango
5968;628;ingrediente 5;cogumelos
5969;628;massa;massa tradicional
5970;628;queijo 1;mussarela
5971;628;queijo 2;catupiry
5972;629;bebida;água com gás
5973;629;borda;borda tradicional
5974;629;ingrediente 1;pepperoni
5975;629;ingrediente 2;calabresa
5976;629;ingrediente 3;tomate
5977;629;ingrediente 4;cebola
5978;629;ingrediente 5;azeite de oliva
5979;629;massa;massa fina
5980;629;queijo 1;mussarela
5981;629;queijo 2;parmesão
5982;630;bebida;refrigerante
5983;630;borda;borda tradicional
5984;630;ingrediente 1;pepperoni
5985;630;ingrediente 2;tomate
5986;630;ingrediente 4;azeitona
5987;630;massa;massa fina
5988;630;queijo 1;mussarela
5989;630;queijo 2;provolone
5990;631;bebida;chá gelado
5991;631;borda;cheddar
5992;631;ingrediente 1;pepperoni
5993;631;ingrediente 2;carne seca
5994;631;ingrediente 3;azeitona
5995;631;ingrediente 4;calabresa
5996;631;ingrediente 5;tomate
5997;631;massa;massa tradicional
5998;631;queijo 1;mussarela
5999;631;queijo 2;catupiry
6000;632;bebida;cerveja
6001;632;borda;borda tradicional
6002;632;ingrediente 1;calabresa
6003;632;ingrediente 2;bacon
6004;632;ingrediente 3;carne seca
6005;632;ingrediente 4;alcaparra
6006;632;ingrediente 5;linguiça
6007;632;massa;massa tradicional
6008;632;queijo 1;mussarela
6009;632;queijo 2;provolone
6010;633;bebida;suco de maracujá
6011;633;borda;borda tradicional
6012;633;ingrediente 1;anchova
6013;633;ingrediente 2;alcaparra
6014;633;ingrediente 3;tomate seco
6015;633;ingrediente 4;salsinha
6016;633;ingrediente 5;palmito
6017;633;massa;massa tradicional
6018;633;queijo 1;gorgonzola
6019;633;queijo 2;mussarela
6020;634;bebida;suco de uva
6021;634;borda;catupiry
6022;634;ingrediente 1;tomate
6023;634;ingrediente 2;bacon
6024;634;ingrediente 3;orégano
6025;634;massa;massa tradicional
6026;634;queijo 1;mussarela
6027;634;queijo 2;parmesão
6028;635;borda;borda tradicional
6029;635;ingrediente 1;pimentão
6030;635;ingrediente 2;tomate
6031;635;ingrediente 3;pepperoni
6032;635;ingrediente 4;tomate
6033;635;massa;massa tradicional
6034;635;queijo 1;catupiry
6035;635;queijo 2;queijo coalho
6036;636;bebida;refrigerante
6037;636;borda;borda tradicional
6038;636;ingrediente 1;cebola
6039;636;ingrediente 2;tomate
6040;636;ingrediente 3;calabresa
6041;636;ingrediente 4;alho-poró
6042;636;ingrediente 5;cebola caramelizada
6043;636;massa;massa tradicional
6044;636;queijo 1;mussarela
6045;636;queijo 2;mussarela
6046;637;bebida;cerveja
6047;637;borda;cream cheese
6048;637;ingrediente 1;bacon
6049;637;ingrediente 2;calabresa
6050;637;ingrediente 3;carne seca
6051;637;ingrediente 4;frango
6052;637;ingrediente 5;camarão
6053;637;massa;massa fina
6054;637;queijo 1;cheddar
6055;637;queijo 2;mussarela
6056;638;bebida;vinho tinto
6057;638;borda;borda tradicional
6058;638;ingrediente 1;milho
6059;638;ingrediente 2;bacon
6060;638;ingrediente 3;azeite de oliva
6061;638;massa;massa fina
6062;638;queijo 1;mussarela
6063;638;queijo 2;queijo coalho
6064;639;borda;cream cheese
6065;639;ingrediente 1;abacaxi
6066;639;ingrediente 2;tomate seco
6067;639;ingrediente 3;cebola caramelizada
6068;639;ingrediente 4;carne seca
6069;639;massa;massa tradicional
6070;639;queijo 1;queijo brie
6071;639;queijo 2;gorgonzola
6072;640;bebida;suco de abacaxi
6073;640;borda;cheddar
6074;640;ingrediente 1;alcaparra
6075;640;ingrediente 2;cogumelos
6076;640;ingrediente 3;tomate
6077;640;ingrediente 4;alho
6078;640;ingrediente 5;azeitona
6079;640;massa;massa grossa
6080;640;queijo 1;queijo coalho
6081;640;queijo 2;queijo brie
6082;641;bebida;cerveja
6083;641;borda;cream cheese
6084;641;ingrediente 1;tomate
6085;641;ingrediente 2;azeitona
6086;641;ingrediente 3;bacon
6087;641;ingrediente 4;linguiça calabresa defumada
6088;641;ingrediente 5;azeite de oliva
6089;641;massa;massa fina
6090;641;queijo 1;mussarela
6091;641;queijo 2;catupiry
6092;642;bebida;limonada
6093;642;borda;catupiry
6094;642;ingrediente 1;tomate seco
6095;642;ingrediente 2;uva passa
6096;642;ingrediente 3;cebola caramelizada
6097;642;ingrediente 4;carne seca
6098;642;ingrediente 5;alho-poró
6099;642;massa;massa tradicional
6100;642;queijo 1;mussarela
6101;643;bebida;cerveja
6102;643;borda;borda tradicional
6103;643;ingrediente 1;cebola
6104;643;ingrediente 2;pepperoni
6105;643;ingrediente 3;alho
6106;643;ingrediente 4;rúcula
6107;643;ingrediente 5;azeitona
6108;643;massa;massa tradicional
6109;643;queijo 1;gorgonzola
6110;643;queijo 2;provolone
6111;644;bebida;suco de laranja
6112;644;borda;borda tradicional
6113;644;ingrediente 1;anchova
6114;644;ingrediente 2;alcaparra
6115;644;ingrediente 3;cebola
6116;644;ingrediente 4;presunto
6117;644;ingrediente 5;azeite de oliva
6118;644;massa;massa grossa
6119;644;queijo 1;parmesão
6120;644;queijo 2;cheddar
6121;645;bebida;suco de laranja
6122;645;borda;borda tradicional
6123;645;ingrediente 1;queijo coalho grelhado
6124;645;ingrediente 2;carne seca
6125;645;massa;massa grossa
6126;645;queijo 1;cheddar
6127;645;queijo 2;queijo coalho
6128;646;bebida;suco de laranja
6129;646;borda;catupiry
6130;646;ingrediente 1;presunto
6131;646;ingrediente 2;frango
6132;646;ingrediente 3;brócolis
6133;646;ingrediente 4;bacon
6134;646;ingrediente 5;azeitona
6135;646;massa;massa tradicional
6136;646;queijo 1;mussarela
6137;646;queijo 2;catupiry
6138;647;bebida;água com gás
6139;647;borda;borda tradicional
6140;647;ingrediente 1;carne seca
6141;647;ingrediente 2;tomate
6142;647;ingrediente 3;pepperoni
6143;647;ingrediente 4;azeitona
6144;647;ingrediente 5;rúcula
6145;647;massa;massa fina
6146;647;queijo 1;mussarela
6147;647;queijo 2;gorgonzola
6148;648;bebida;refrigerante
6149;648;borda;catupiry
6150;648;ingrediente 1;tomate
6151;648;ingrediente 2;berinjela
6152;648;ingrediente 3;rúcula
6153;648;ingrediente 4;frango
6154;648;ingrediente 5;azeitona
6155;648;massa;massa fina
6156;648;queijo 1;provolone
6157;648;queijo 2;gorgonzola
6158;649;bebida;refrigerante
6159;649;borda;borda tradicional
6160;649;ingrediente 1;pepperoni
6161;649;massa;massa tradicional
6162;649;queijo 1;mussarela
6163;649;queijo 2;parmesão
6164;650;bebida;água com gás
6165;650;borda;cheddar
6166;650;ingrediente 1;alho
6167;650;ingrediente 2;mel
6168;650;ingrediente 3;cebola caramelizada
6169;650;ingrediente 4;pepperoni
6170;650;ingrediente 5;uva passa
6171;650;massa;massa tradicional
6172;650;queijo 1;gorgonzola
6173;650;queijo 2;catupiry
6174;651;bebida;refrigerante
6175;651;borda;catupiry
6176;651;ingrediente 1;alho
6177;651;ingrediente 2;azeitona
6178;651;massa;massa tradicional
6179;651;queijo 1;mussarela
6180;651;queijo 2;catupiry
6181;652;bebida;suco de uva
6182;652;borda;catupiry
6183;652;ingrediente 1;tomate
6184;652;ingrediente 2;presunto
6185;652;ingrediente 3;ovo
6186;652;massa;massa tradicional
6187;652;queijo 1;mussarela
6188;652;queijo 2;queijo brie
6189;653;bebida;refrigerante
6190;653;borda;cheddar
